"","CH","sex","Background","variable","value"
"870",847,"Male","East","Height",180
"871",838,"Male","West","Height",175
"872",200,"Male","West","Height",180
"873",298,"Male","East","Height",183
"874",245,"Male","West","Height",180
"875",638,"Male","East","Height",183
"876",514,"Male","East","Height",175
"877",348,"Male","West","Height",191
"878",230,"Male","West","Height",190
"879",680,"Male","West","Height",196
"880",255,"Male","West","Height",183
"881",503,"Male","West","Height",183
"882",820,"Male","West","Height",191
"883",786,"Male","West","Height",198
"884",559,"Male","West","Height",185
"885",487,"Male","West","Height",183
"886",885,"Male","West","Height",185
"887",146,"Male","West","Height",183
"888",887,"Male","West","Height",178
"889",733,"Male","West","Height",191
"890",239,"Male","West","Height",183
"891",598,"Male","West","Height",191
"892",679,"Male","East","Height",188
"893",438,"Male","West","Height",188
"894",813,"Male","West","Height",183
"895",360,"Male","West","Height",180
"896",174,"Male","West","Height",191
"897",898,"Male","West","Height",183
"898",872,"Male","West","Height",188
"899",676,"Male","West","Height",173
"900",522,"Male","West","Height",175
"901",760,"Male","West","Height",185
"902",906,"Male","West","Height",191
"903",892,"Male","West","Height",178
"904",908,"Male","West","Height",185
"905",812,"Male","West","Height",183
"906",871,"Male","West","Height",185
"907",214,"Male","West","Height",185
"908",912,"Male","West","Height",198
"909",235,"Male","West","Height",188
"910",484,"Male","West","Height",188
"911",12,"Male","West","Height",185
"912",393,"Male","West","Height",178
"913",487,"Male","West","Height",180
"914",887,"Male","West","Height",193
"915",879,"Male","East","Height",178
"916",623,"Male","West","Height",196
"917",929,"Male","East","Height",175
"918",787,"Male","West","Height",183
"919",749,"Male","West","Height",193
"920",737,"Male","West","Height",180
"921",756,"Male","West","Height",185
"922",886,"Male","East","Height",193
"923",941,"Male","West","Height",183
"924",219,"Male","West","Height",188
"925",365,"Male","East","Height",188
"926",229,"Male","West","Height",188
"927",605,"Male","West","Height",180
"928",914,"Male","West","Height",180
"929",592,"Male","West","Height",191
"930",676,"Male","West","Height",193
"931",42,"Male","West","Height",193
"932",957,"Male","West","Height",191
"933",956,"Male","West","Height",188
"934",660,"Male","West","Height",175
"935",574,"Male","East","Height",170
"936",958,"Male","East","Height",175
"937",957,"Male","West","Height",191
"938",609,"Male","West","Height",191
"939",540,"Male","West","Height",183
"940",560,"Male","West","Height",178
"941",575,"Male","West","Height",183
"942",21,"Male","West","Height",193
"943",83,"Male","East","Height",185
"944",693,"Male","East","Height",191
"945",813,"Male","West","Height",188
"946",465,"Male","West","Height",178
"947",694,"Male","West","Height",188
"948",726,"Male","West","Height",185
"949",913,"Male","East","Height",170
"950",686,"Male","West","Height",193
"951",844,"Male","West","Height",180
"952",980,"Male","West","Height",188
"953",65,"Male","West","Height",183
"954",335,"Male","East","Height",178
"955",455,"Male","West","Height",180
"956",449,"Male","West","Height",188
"957",468,"Male","West","Height",183
"958",287,"Male","East","Height",183
"959",68,"Male","West","Height",175
"960",395,"Male","East","Height",188
"961",996,"Male","East","Height",175
"962",555,"Male","West","Height",185
"963",1010,"Male","West","Height",191
"964",1009,"Male","West","Height",175
"965",509,"Male","East","Height",178
"966",440,"Male","West","Height",196
"967",183,"Male","West","Height",191
"968",876,"Male","East","Height",183
"969",594,"Male","West","Height",196
"970",102,"Male","East","Height",175
"971",26,"Male","West","Height",198
"972",998,"Male","East","Height",188
"973",606,"Male","West","Height",183
"974",283,"Male","West","Height",193
"975",13,"Male","West","Height",185
"976",1027,"Male","East","Height",185
"977",1038,"Male","West","Height",196
"978",1040,"Male","West","Height",180
"979",1013,"Male","East","Height",170
"980",1012,"Male","West","Height",178
"981",694,"Male","West","Height",188
"982",489,"Male","West","Height",188
"983",990,"Male","West","Height",191
"984",759,"Male","West","Height",183
"985",1026,"Male","West","Height",201
"986",738,"Male","West","Height",173
"987",1052,"Male","West","Height",180
"988",459,"Male","West","Height",193
"989",68,"Male","West","Height",188
"990",405,"Male","West","Height",170
"991",377,"Male","West","Height",193
"992",340,"Male","West","Height",185
"993",327,"Male","West","Height",180
"994",25,"Male","West","Height",183
"995",986,"Male","West","Height",188
"996",625,"Male","West","Height",180
"997",870,"Male","East","Height",178
"998",672,"Male","West","Height",185
"999",750,"Male","West","Height",183
"1000",1074,"Male","West","Height",178
"1001",954,"Male","West","Height",183
"1002",35,"Male","West","Height",178
"1003",839,"Male","West","Height",173
"1004",753,"Male","East","Height",185
"1005",962,"Male","West","Height",177
"1006",537,"Male","West","Height",185
"1007",548,"Male","West","Height",185
"1008",244,"Male","West","Height",180
"1009",605,"Male","East","Height",188
"1010",815,"Male","West","Height",183
"1011",639,"Male","West","Height",175
"1012",830,"Male","West","Height",175
"1013",848,"Male","West","Height",191
"1014",956,"Male","East","Height",191
"1015",551,"Male","West","Height",193
"1016",323,"Male","West","Height",188
"1017",1101,"Male","West","Height",191
"1018",167,"Male","West","Height",175
"1019",977,"Male","West","Height",196
"1020",1051,"Male","West","Height",185
"1021",867,"Male","West","Height",183
"1022",1048,"Male","West","Height",188
"1023",606,"Male","West","Height",175
"1024",477,"Male","West","Height",183
"1025",724,"Male","West","Height",180
"1026",545,"Male","East","Height",175
"1027",184,"Male","West","Height",188
"1028",988,"Male","West","Height",198
"1029",464,"Male","West","Height",180
"1030",575,"Male","West","Height",198
"1031",43,"Male","West","Height",183
"1032",117,"Male","West","Height",183
"1033",1131,"Male","West","Height",180
"1034",1067,"Male","West","Height",178
"1035",1142,"Male","West","Height",180
"1036",52,"Male","West","Height",185
"1037",465,"Male","West","Height",183
"1038",1088,"Male","West","Height",185
"1039",1157,"Male","West","Height",173
"1040",236,"Male","West","Height",180
"1041",1154,"Male","West","Height",185
"1042",1132,"Male","West","Height",187
"1043",877,"Male","East","Height",175
"1044",1173,"Male","East","Height",170
"1045",1093,"Male","West","Height",180
"1046",951,"Male","West","Height",175
"1047",1014,"Male","East","Height",180
"1048",294,"Male","East","Height",178
"1049",431,"Male","West","Height",183
"1050",239,"Male","West","Height",183
"1051",571,"Male","West","Height",193
"1052",257,"Male","East","Height",185
"1053",1187,"Male","West","Height",193
"1054",858,"Male","West","Height",188
"1055",1173,"Male","West","Height",183
"1056",1070,"Male","West","Height",178
"1057",601,"Male","West","Height",188
"1058",960,"Male","West","Height",188
"1059",609,"Male","West","Height",193
"1060",323,"Male","West","Height",188
"1061",704,"Male","West","Height",196
"1062",304,"Male","West","Height",185
"1063",1208,"Male","West","Height",175
"1064",935,"Male","West","Height",185
"1065",1217,"Male","West","Height",170
"1066",1210,"Male","West","Height",183
"1067",956,"Male","East","Height",175
"1068",1030,"Male","West","Height",178
"1069",179,"Male","West","Height",193
"1070",1226,"Male","West","Height",188
"1071",393,"Male","East","Height",180
"1072",1234,"Male","West","Height",180
"1073",1147,"Male","East","Height",178
"1074",637,"Male","West","Height",188
"1075",1223,"Male","West","Height",180
"1076",919,"Male","West","Height",180
"1077",839,"Male","West","Height",183
"1078",403,"Male","West","Height",183
"1079",568,"Male","West","Height",198
"1080",1238,"Male","East","Height",178
"1081",209,"Male","West","Height",183
"1082",1248,"Male","East","Height",163
"1083",154,"Male","West","Height",188
"1084",650,"Male","West","Height",185
"1085",255,"Male","West","Height",191
"1086",756,"Male","West","Height",180
"1087",1041,"Male","West","Height",180
"1088",1008,"Male","West","Height",188
"1089",206,"Male","West","Height",170
"1090",1078,"Male","West","Height",185
"1091",1179,"Male","West","Height",188
"1092",873,"Male","West","Height",178
"1093",481,"Male","West","Height",183
"1094",674,"Male","West","Height",185
"1095",1212,"Male","West","Height",191
"1096",1225,"Male","East","Height",185
"1097",918,"Male","West","Height",193
"1098",763,"Male","West","Height",185
"1099",228,"Male","West","Height",185
"1100",443,"Male","West","Height",173
"1101",363,"Male","West","Height",191
"1102",185,"Male","West","Height",178
"1103",695,"Male","West","Height",175
"1104",992,"Male","West","Height",183
"1105",795,"Male","East","Height",183
"1106",510,"Male","West","Height",188
"1107",842,"Male","East","Height",178
"1108",600,"Male","West","Height",185
"1109",8,"Male","West","Height",183
"1110",281,"Male","West","Height",183
"1111",1066,"Male","West","Height",193
"1112",433,"Male","West","Height",183
"1113",850,"Male","West","Height",180
"1114",514,"Male","West","Height",180
"1115",820,"Male","West","Height",188
"1116",1330,"Male","West","Height",183
"1117",276,"Male","West","Height",178
"1118",1333,"Male","East","Height",180
"1119",823,"Male","West","Height",183
"1120",770,"Male","West","Height",178
"1121",62,"Male","East","Height",180
"1122",516,"Male","West","Height",188
"1123",955,"Male","West","Height",180
"1124",560,"Male","West","Height",191
"1125",147,"Male","West","Height",175
"1126",350,"Male","West","Height",188
"1127",158,"Male","West","Height",193
"1128",204,"Male","West","Height",183
"1129",996,"Male","West","Height",180
"1130",57,"Male","West","Height",185
"1131",1156,"Male","East","Height",188
"1132",1359,"Male","East","Height",175
"1133",607,"Male","East","Height",183
"1134",480,"Male","West","Height",193
"1135",215,"Male","West","Height",183
"1136",426,"Male","West","Height",180
"1137",1367,"Male","East","Height",170
"1138",1269,"Male","West","Height",185
"1139",1308,"Male","West","Height",180
"1140",1373,"Male","West","Height",178
"1141",1386,"Male","West","Height",185
"1142",675,"Male","West","Height",193
"1143",820,"Male","West","Height",183
"1144",1220,"Male","West","Height",175
"1145",1401,"Male","East","Height",178
"1146",1373,"Male","West","Height",183
"1147",1314,"Male","West","Height",185
"1148",1394,"Male","West","Height",185
"1149",1418,"Male","West","Height",175
"1150",684,"Male","West","Height",188
"1151",763,"Male","West","Height",188
"1152",636,"Male","West","Height",183
"1153",1130,"Male","West","Height",191
"1154",1234,"Male","West","Height",185
"1155",650,"Male","West","Height",196
"1156",1078,"Male","West","Height",193
"1157",522,"Male","West","Height",196
"1158",1025,"Male","West","Height",175
"1159",1091,"Male","West","Height",196
"1160",896,"Male","West","Height",178
"1161",478,"Male","West","Height",183
"1162",916,"Male","West","Height",178
"1163",1436,"Male","West","Height",180
"1164",893,"Male","West","Height",188
"1165",488,"Male","West","Height",180
"1166",746,"Male","West","Height",183
"1167",452,"Male","East","Height",180
"1168",986,"Male","West","Height",185
"1169",869,"Male","West","Height",180
"1170",818,"Male","West","Height",178
"1171",655,"Male","East","Height",180
"1172",943,"Male","West","Height",175
"1173",1379,"Male","East","Height",183
"1174",845,"Male","West","Height",188
"1175",200,"Male","West","Height",173
"1176",503,"Male","West","Height",185
"1177",256,"Male","West","Height",180
"1178",978,"Male","West","Height",180
"1179",241,"Male","West","Height",188
